,Unnamed: 0_x,話者,I(明瞭さ),F(親密さ),C(社会階層),SessionID,Unnamed: 0_y,Number,会話概要,形式,場所,活動,話者間の関係性,収録年
120,124,K004_007_1,2.052210165203599,-1.2146794812474384,0.9480342378244548,K004_007,57,2,自宅で息子と椅子の座面の貼り替え,用談・相談,自宅,家事雑事,家族,2017年
121,125,K004_007_2,2.04700453021691,-1.4526063298882768,1.0380167888332483,K004_007,57,2,自宅で息子と椅子の座面の貼り替え,用談・相談,自宅,家事雑事,家族,2017年
122,130,K004_011_1,1.9683809214196264,-1.0341391665929405,0.7655138799654384,K004_011,60,2,自宅で息子とお菓子作り,用談・相談,自宅,家事雑事,家族,2017年
123,131,K004_011_2,1.953802608476079,-1.0394739922281002,0.9421846944643296,K004_011,60,2,自宅で息子とお菓子作り,用談・相談,自宅,家事雑事,家族,2017年
124,146,K005_002_1,2.035417639122456,-1.072235812756415,0.956389517128582,K005_002,68,2,自宅で友人と料理をしながら,雑談,自宅,家事雑事,友人知人,2017年
125,147,K005_002_2,1.9325875982036,-0.8909170079555622,0.7427533659875535,K005_002,68,2,自宅で友人と料理をしながら,雑談,自宅,家事雑事,友人知人,2017年
126,150,K005_005_1,1.8484539238697828,-1.3419321407651064,0.6870541880845087,K005_005,70,2,イベントスペースで友人にほうとう作りの相談,用談・相談,職場,その他,友人知人,2017年
127,151,K005_005_2,2.743983938317105,-2.106954027298635,1.5817438948617044,K005_005,70,2,イベントスペースで友人にほうとう作りの相談,用談・相談,職場,その他,友人知人,2017年
128,152,K005_006_1,2.1209804574379207,-1.299038630047818,1.2463815417833066,K005_006,71,2,福祉施設の部屋で祖母と昼食を取りながら,雑談,公共商業施設_医療福祉施設,食事,家族,2017年
129,153,K005_006_2,1.7055908613741804,-1.1777800206342794,0.7028583665832602,K005_006,71,2,福祉施設の部屋で祖母と昼食を取りながら,雑談,公共商業施設_医療福祉施設,食事,家族,2017年
130,156,K005_016_1,2.082101818234946,-1.1668703445065176,0.967114769890966,K005_016,73,2,自宅で友人と昼食について相談,用談・相談,自宅,その他,友人知人,2017年
131,157,K005_016_2,1.8514840359034148,-1.0494343197904477,0.6557864333585707,K005_016,73,2,自宅で友人と昼食について相談,用談・相談,自宅,その他,友人知人,2017年
136,160,K005_019_1,2.2218966729047938,-1.404231832277201,1.1088291519344955,K005_019,74,2,実家でおじと電話で雑談,雑談,室内_実家,付き合い,親戚,2017年
138,161,K005_019_2,2.18692935092392,-1.5234568155595845,1.2482974891846574,K005_019,74,2,実家でおじと電話で雑談,雑談,室内_実家,付き合い,親戚,2017年
140,162,K005_020_1,2.1092356169652504,-1.354753850087524,1.0593627107952808,K005_020,76,2,実家で父とワークショップの準備をしながら,用談・相談,室内_実家,仕事・その他,家族,2017年
141,163,K005_020_2,1.7585083234181216,-0.77423512868587,0.7015585194065632,K005_020,76,2,実家で父とワークショップの準備をしながら,用談・相談,室内_実家,仕事・その他,家族,2017年
142,168,K005_024_1,2.078042216802624,-0.6723861449647207,0.5262019630677092,K005_024,78,2,移動中に母に電話で買い物の相談,用談・相談,屋外,家事雑事,家族,2017年
144,170,K005_027_1,2.16480567097152,-1.4419655722804767,1.0538035968947512,K005_027,79,2,友人宅でパタンナーの友人にヘアバンド製作の相談,用談・相談,室内_友人知人宅,その他,仕事関係,2017年
145,171,K005_027_2,2.1958234779760173,-1.252688836691804,0.9783044798902588,K005_027,79,2,友人宅でパタンナーの友人にヘアバンド製作の相談,用談・相談,室内_友人知人宅,その他,仕事関係,2017年
146,172,K005_028_1,1.693313470789726,-0.8668893670026043,0.3339872254127098,K005_028,80,2,味噌工房で友人と味噌作りをしながら,雑談,職場_相手の職場,付き合い・仕事,友人知人,2017年
147,173,K005_028_2,2.37696808110155,-1.515191808174156,1.270465027752941,K005_028,80,2,味噌工房で友人と味噌作りをしながら,雑談,職場_相手の職場,付き合い・仕事,友人知人,2017年
148,174,K005_031_1,2.3732370141038865,-1.6315281976441156,1.0284531406571378,K005_031,81,2,福祉作業所で友人と雑談,雑談,職場_相手の職場,付き合い,友人知人,2017年
149,175,K005_031_2,2.301554702101004,-1.2306989771066734,1.078734996517963,K005_031,81,2,福祉作業所で友人と雑談,雑談,職場_相手の職場,付き合い,友人知人,2017年
150,176,K005_033_1,1.3050398483706696,-0.5236861083566214,-0.1988069760029143,K005_033,82,2,自宅で友人と電話で品物受け渡しの相談,用談・相談,自宅,仕事,友人知人,2017年
151,177,K005_033_2,2.1856459400253496,-1.718921442745418,1.3579364963183087,K005_033,82,2,自宅で友人と電話で品物受け渡しの相談,用談・相談,自宅,仕事,友人知人,2017年
152,178,K006_002_1,2.118567921819277,-1.6123038066029225,0.9108737685296012,K006_002,83,2,自宅で配偶者と朝食を取りながら,雑談,自宅,食事,家族,2017年
154,179,K006_002_2,2.261719717960848,-1.4872587387707907,1.161268586316877,K006_002,83,2,自宅で配偶者と朝食を取りながら,雑談,自宅,食事,家族,2017年
156,180,K006_002_1,1.9791298889804243,-1.2986729057993247,0.9445788775271252,K006_002,83,2,自宅で配偶者と朝食を取りながら,雑談,自宅,食事,家族,2017年
158,181,K006_002_2,1.9920398906611396,-0.9453826169107226,0.717192268565615,K006_002,83,2,自宅で配偶者と朝食を取りながら,雑談,自宅,食事,家族,2017年
160,182,K006_003_1,2.1078731786629974,-1.0645063963311607,0.8915147004093781,K006_003,85,2,自宅で配偶者と夕食を取りながら,雑談,自宅,食事,家族,2017年
162,183,K006_003_2,2.212944090809319,-1.2964708056171466,1.0732309037536691,K006_003,85,2,自宅で配偶者と夕食を取りながら,雑談,自宅,食事,家族,2017年
164,184,K006_003_1,2.009041892143144,-1.061816448059783,0.7889505678153277,K006_003,85,2,自宅で配偶者と夕食を取りながら,雑談,自宅,食事,家族,2017年
166,185,K006_003_2,2.050535003551657,-1.140413567523972,0.8555988381256893,K006_003,85,2,自宅で配偶者と夕食を取りながら,雑談,自宅,食事,家族,2017年
168,186,K006_006_1,2.153465004263557,-1.5974938597289188,1.1391709939800554,K006_006,87,2,配偶者と車で移動中,雑談,交通機関_車,移動,家族,2017年
169,187,K006_006_2,1.882094279009364,-1.2009579060982192,0.7562582345191037,K006_006,87,2,配偶者と車で移動中,雑談,交通機関_車,移動,家族,2017年
170,188,K006_009_1,2.5550195735743038,-2.690114633345324,1.7674857630756458,K006_009,88,2,自宅スクールで仕事関係者とお茶をしながら,雑談,職場,食事・付き合い,仕事関係,2017年
171,189,K006_009_2,1.6641608939646322,-1.408612621882503,0.5466521723108669,K006_009,88,2,自宅スクールで仕事関係者とお茶をしながら,雑談,職場,食事・付き合い,仕事関係,2017年
172,190,K006_011_1,2.1405909310493403,-1.3246773441144457,1.0408878809207265,K006_011,89,2,レンタルスペースで娘と仕事の相談,用談・相談,職場,仕事,家族,2017年
173,191,K006_011_2,1.931721759852684,-1.3663081540770383,0.8728612081697344,K006_011,89,2,レンタルスペースで娘と仕事の相談,用談・相談,職場,仕事,家族,2017年
174,192,K006_013_1,1.8250661311810936,-0.841117390972275,0.6618581718731938,K006_013,90,2,海岸で配偶者と犬の散歩をしながら,雑談,屋外,家事雑事・移動,家族,2017年
175,193,K006_013_2,1.3167659537051284,-0.0800920298662967,-0.1781815790627329,K006_013,90,2,海岸で配偶者と犬の散歩をしながら,雑談,屋外,家事雑事・移動,家族,2017年
176,194,K006_016_1,1.8835223966910093,-1.048389707641851,0.7411198285645808,K006_016,91,2,自宅で友人と電話で出産祝いについて相談,用談・相談,自宅,付き合い,友人知人,2017年
177,195,K006_016_2,1.893548556197604,-1.0283780956825384,0.9332062453148048,K006_016,91,2,自宅で友人と電話で出産祝いについて相談,用談・相談,自宅,付き合い,友人知人,2017年
178,198,K006_018_1,2.3147975240725187,-1.8130063459629029,1.0809593473670556,K006_018,93,2,自宅スクールで仕事関係者とお茶をしながら,雑談,職場,付き合い,仕事関係,2017年
179,199,K006_018_2,2.43823481092375,-2.171461348393929,1.2808034624161129,K006_018,93,2,自宅スクールで仕事関係者とお茶をしながら,雑談,職場,付き合い,仕事関係,2017年
180,200,K006_020_1,2.230501123305668,-1.800486268309918,1.091538189384808,K006_020,94,2,自宅スクールで生徒である友人と講座について相談,用談・相談,職場,仕事,先生生徒,2017年
181,201,K006_020_2,2.271756807472583,-1.940288684126912,1.2115587181061072,K006_020,94,2,自宅スクールで生徒である友人と講座について相談,用談・相談,職場,仕事,先生生徒,2017年
182,204,K006_023_1,2.277558859658828,-1.6036134272896183,1.0285659998525332,K006_023,96,2,自宅で友人とお茶をしながら,雑談,自宅,付き合い,友人知人,2017年
183,205,K006_023_2,1.936976139834317,-1.7077599078191437,0.8049605319849442,K006_023,96,2,自宅で友人とお茶をしながら,雑談,自宅,付き合い,友人知人,2017年
184,206,K007_001_1,2.0527976751313983,-1.3800974377481052,0.8869556346489532,K007_001,97,2,飲食店で友人にグッズ制作の相談,用談・相談,公共商業施設_飲食店,食事・付き合い,友人知人,2017年
185,207,K007_001_2,1.7042051976427506,-0.9393796132495577,0.4357360031940052,K007_001,97,2,飲食店で友人にグッズ制作の相談,用談・相談,公共商業施設_飲食店,食事・付き合い,友人知人,2017年
186,208,K007_003_1,2.1754051477597707,-1.4213567678319885,0.922092160846151,K007_003,98,2,自宅でテレビ電話を通して恋人と雑談,雑談,自宅,休息,友人知人,2017年
187,209,K007_003_2,1.600066940993483,-0.7014716187806583,0.3553473940536504,K007_003,98,2,自宅でテレビ電話を通して恋人と雑談,雑談,自宅,休息,友人知人,2017年
188,210,K007_005_1,2.607095870190714,-2.373012160898035,1.7634637157932962,K007_005,99,2,大学で新人の同僚に業務の説明,用談・相談,職場,仕事,同僚,2017年
189,211,K007_005_2,1.421904223391762,-0.9594858306465298,0.3020067468212089,K007_005,99,2,大学で新人の同僚に業務の説明,用談・相談,職場,仕事,同僚,2017年
190,212,K007_006_1,2.178849002152968,-1.278257052911975,0.7244978818079297,K007_006,100,2,自宅で恋人と洗濯物をたたみながら,雑談,自宅,家事雑事,友人知人,2017年
191,213,K007_006_2,1.662403115574052,-0.6520245032123115,0.013562799179394,K007_006,100,2,自宅で恋人と洗濯物をたたみながら,雑談,自宅,家事雑事,友人知人,2017年
192,214,K007_007_1,2.443723075835793,-1.8608659963061769,1.3596984156546423,K007_007,101,2,大学で新人の同僚と授業企画の打合せ,会議・会合,職場,仕事,同僚,2017年
193,215,K007_007_2,2.3023829021626443,-1.766971731221224,1.2491069340623009,K007_007,101,2,大学で新人の同僚と授業企画の打合せ,会議・会合,職場,仕事,同僚,2017年
194,216,K007_008_1,2.0682592324123905,-1.2271013344240504,0.8280627091051262,K007_008,102,2,自宅で友人と共同プロジェクトの相談,用談・相談,自宅,仕事,仕事関係,2017年
195,217,K007_008_2,2.344112559937773,-1.814116591105637,1.4078248945286107,K007_008,102,2,自宅で友人と共同プロジェクトの相談,用談・相談,自宅,仕事,仕事関係,2017年
196,218,K007_013_1,1.9040565385768864,-1.1905994409359149,0.7351279581369914,K007_013,103,2,自宅で恋人と部屋を片付けながら,雑談,自宅,家事雑事,友人知人,2017年
197,219,K007_013_2,2.505191995113417,-1.883114477421479,1.4560079402824582,K007_013,103,2,自宅で恋人と部屋を片付けながら,雑談,自宅,家事雑事,友人知人,2017年
198,220,K007_014_1,1.9602263388978889,-0.8396414342629481,0.5237348438743501,K007_014,104,2,自宅で恋人と料理しながら,雑談,自宅,家事雑事,友人知人,2017年
199,221,K007_014_2,2.020870027582998,-1.2127021387584769,0.5737873072596119,K007_014,104,2,自宅で恋人と料理しながら,雑談,自宅,家事雑事,友人知人,2017年
200,222,K007_015_1,1.9569192427683293,-1.2417549263301997,0.7745530678362256,K007_015,105,2,自宅で恋人と料理および夕食,雑談,自宅,食事・家事雑事,友人知人,2017年
201,223,K007_015_2,1.8337936770990084,-0.9550711068373908,0.5296278438289067,K007_015,105,2,自宅で恋人と料理および夕食,雑談,自宅,食事・家事雑事,友人知人,2017年
202,224,K007_016_1,2.2900536705432644,-1.648364847020482,1.1523865221741516,K007_016,106,2,大学で同僚と雑談,雑談,職場,休息,同僚,2017年
203,225,K007_016_2,2.3079249848759837,-1.4943913532297626,1.0432654005294133,K007_016,106,2,大学で同僚と雑談,雑談,職場,休息,同僚,2017年
204,226,K007_017_1,1.6065224077546605,-0.7522688710886636,0.2384118428092982,K007_017,107,2,自宅で恋人とテーブルゲームをしながら,雑談,自宅,レジャー活動,友人知人,2017年
205,227,K007_017_2,1.8961246988195075,-0.833662784485522,0.4821961248018057,K007_017,107,2,自宅で恋人とテーブルゲームをしながら,雑談,自宅,レジャー活動,友人知人,2017年
206,232,K007_020_1,2.4951787767740083,-2.0210646577885685,1.434344563593922,K007_020,110,2,大学で学生から仕事の相談,用談・相談,職場,仕事・学業,先生生徒,2017年
207,233,K007_020_2,2.5317173112700275,-2.2340433844903576,1.3902228635059046,K007_020,110,2,大学で学生から仕事の相談,用談・相談,職場,仕事・学業,先生生徒,2017年
208,238,K008_002_1,1.4039851373974113,-0.0745054243777922,0.32625294452116,K008_002,112,2,福祉施設の部屋で義母と雑談,雑談,公共商業施設_医療福祉施設,休息,家族,2017年
209,239,K008_002_2,1.800012994607238,-0.6727397946406212,0.4780311815487694,K008_002,112,2,福祉施設の部屋で義母と雑談,雑談,公共商業施設_医療福祉施設,休息,家族,2017年
210,240,K008_003_1,1.7977164381142958,-0.7065217391304351,0.2796402289452167,K008_003,113,2,自宅で配偶者と夕食を取りながら,雑談,自宅,食事,家族,2017年
212,242,K008_004_1,1.917240182754034,-1.296161593554163,0.4968430719779586,K008_004,114,2,美容院で美容師と雑談,雑談,公共商業施設_商業施設,仕事・身の周りの用事,サービス場面関係,2017年
214,243,K008_004_2,2.5553601798737424,-2.4799557722839647,1.868100626041008,K008_004,114,2,美容院で美容師と雑談,雑談,公共商業施設_商業施設,仕事・身の周りの用事,サービス場面関係,2017年
216,244,K008_004_1,2.354090768862807,-2.2410714285714284,1.3948209076231193,K008_004,114,2,美容院で美容師と雑談,雑談,公共商業施設_商業施設,仕事・身の周りの用事,サービス場面関係,2017年
218,245,K008_004_2,2.6329479278086216,-2.4771572647511086,1.632825495735748,K008_004,114,2,美容院で美容師と雑談,雑談,公共商業施設_商業施設,仕事・身の周りの用事,サービス場面関係,2017年
220,246,K008_005_1,2.105198937722803,-1.2888181500650937,0.9431095744172336,K008_005,116,2,実家で母と料理,雑談,室内_実家,家事雑事,家族,2017年
221,247,K008_005_2,1.6785935645176542,-0.646295368166061,0.5506074148675014,K008_005,116,2,実家で母と料理,雑談,室内_実家,家事雑事,家族,2017年
222,248,K008_010_1,2.4476981928505475,-2.0846829895679515,1.2685400253825336,K008_010,117,2,飲食店で友人と昼食を取りながら,雑談,公共商業施設_飲食店,食事・付き合い,友人知人,2017年
223,249,K008_010_2,2.5411670663469224,-2.071073390140813,1.4364725076760965,K008_010,117,2,飲食店で友人と昼食を取りながら,雑談,公共商業施設_飲食店,食事・付き合い,友人知人,2017年
224,250,K008_013_1,1.8701235842664,-1.18877486380337,0.8626373626373622,K008_013,118,2,近所の神社で配偶者と初詣,雑談,屋外,移動・レジャー活動,家族,2018年
225,251,K008_013_2,1.32778613791272,-0.0545950336504988,-0.0553759332196818,K008_013,118,2,近所の神社で配偶者と初詣,雑談,屋外,移動・レジャー活動,家族,2018年
226,252,K008_015_1,1.976885268671228,-1.5468601969862183,0.7975568909467046,K008_015,119,2,飲食店で知人と昼食を取りながら,雑談,公共商業施設_飲食店,食事・付き合い,友人知人,2018年
227,253,K008_015_2,2.314712987769105,-1.7160393163307128,1.3103995789680254,K008_015,119,2,飲食店で知人と昼食を取りながら,雑談,公共商業施設_飲食店,食事・付き合い,友人知人,2018年
228,254,K008_016_1,2.267909288271154,-1.9132725089024207,1.1970270712142228,K008_016,120,2,飲食店で友人と昼食を取りながら,雑談,公共商業施設_飲食店,食事・付き合い,友人知人,2018年
229,255,K008_016_2,2.353513949113866,-2.0470461161202067,1.2804045733654474,K008_016,120,2,飲食店で友人と昼食を取りながら,雑談,公共商業施設_飲食店,食事・付き合い,友人知人,2018年
230,264,K009_007_1,1.7745815719833662,-0.8411439366351056,0.5039578138226076,K009_007,125,2,飲食店で友人と昼食後に雑談,雑談,公共商業施設_飲食店,付き合い,友人知人,2018年
231,265,K009_007_2,2.2277544248818635,-1.6100656333432215,1.2208113794194857,K009_007,125,2,飲食店で友人と昼食後に雑談,雑談,公共商業施設_飲食店,付き合い,友人知人,2018年
232,278,K009_014_1,2.290621874661108,-1.6653903221174555,1.1422848343398857,K009_014,131,2,会社の作業場で部下と仕事をしながら,用談・相談,職場,仕事,同僚,2018年
233,279,K009_014_2,2.8410513892500653,-2.7136557779008137,1.8689996408762612,K009_014,131,2,会社の作業場で部下と仕事をしながら,用談・相談,職場,仕事,同僚,2018年
234,290,K010_003_1,2.715762349351417,-2.3174265112086765,1.7733186505447704,K010_003,136,2,自宅で友人と電話で仕事の相談,用談・相談,自宅,仕事,友人知人,2018年
236,291,K010_003_2,2.082151603584051,-1.5678182981445936,1.0075524721173268,K010_003,136,2,自宅で友人と電話で仕事の相談,用談・相談,自宅,仕事,友人知人,2018年
238,292,K010_003_1,2.3991343937946152,-1.827509253211409,1.1059033590001115,K010_003,136,2,自宅で友人と電話で仕事の相談,用談・相談,自宅,仕事,友人知人,2018年
240,293,K010_003_2,2.2903241626207644,-1.6719435437726495,1.0518467985576452,K010_003,136,2,自宅で友人と電話で仕事の相談,用談・相談,自宅,仕事,友人知人,2018年
242,294,K010_004_1,2.447596145087537,-2.4618726564753386,1.672385591218058,K010_004,138,2,自宅で知人と電話で仕事の相談,用談・相談,自宅,仕事,友人知人,2018年
244,295,K010_004_2,2.4918889876216648,-2.471146777750551,1.6600305016281272,K010_004,138,2,自宅で知人と電話で仕事の相談,用談・相談,自宅,仕事,友人知人,2018年
246,296,K010_004_1,2.6338157523515675,-2.493473787476371,1.6204100238720744,K010_004,138,2,自宅で知人と電話で仕事の相談,用談・相談,自宅,仕事,友人知人,2018年
248,297,K010_004_2,2.293019249439745,-2.252929375163551,1.3725733288604307,K010_004,138,2,自宅で知人と電話で仕事の相談,用談・相談,自宅,仕事,友人知人,2018年
250,298,K010_005_1,2.2937375334356696,-2.163954211315509,1.4044178402893814,K010_005,140,2,店舗で知人にビジネスの相談,用談・相談,職場_相手の職場,仕事,友人知人,2018年
252,299,K010_005_2,2.440428058744508,-2.3559985000517227,1.6272127193266843,K010_005,140,2,店舗で知人にビジネスの相談,用談・相談,職場_相手の職場,仕事,友人知人,2018年
254,300,K010_005_1,2.728228819417102,-2.510246187060381,1.7371834087850238,K010_005,140,2,店舗で知人にビジネスの相談,用談・相談,職場_相手の職場,仕事,友人知人,2018年
256,301,K010_005_2,2.3747980132696904,-2.07942345334836,1.3897725074764542,K010_005,140,2,店舗で知人にビジネスの相談,用談・相談,職場_相手の職場,仕事,友人知人,2018年
258,302,K010_006_1,2.430964396925956,-1.8551359241014411,1.3074155720890352,K010_006,142,2,飲食店で友人と雑談,雑談,公共商業施設_飲食店,付き合い,友人知人,2018年
259,303,K010_006_2,2.3026538589356083,-2.1541585648874118,1.2164176747417954,K010_006,142,2,飲食店で友人と雑談,雑談,公共商業施設_飲食店,付き合い,友人知人,2018年
260,304,K010_008_1,2.533865652309357,-2.248327161696875,1.5222669415267818,K010_008,143,2,オフィスで弟に保証人の依頼,用談・相談,職場_相手の職場,家事雑事,家族,2018年
261,305,K010_008_2,1.3779769920357048,-0.9575869336143304,0.2216905290559678,K010_008,143,2,オフィスで弟に保証人の依頼,用談・相談,職場_相手の職場,家事雑事,家族,2018年
262,306,K010_011_1,2.373844177307574,-2.006689827615224,1.3424380130422722,K010_011,144,2,店で友人たちと雑談,雑談,職場_相手の職場,付き合い,友人知人,2018年
263,307,K010_011_2,1.7140848255991186,-0.7406817115143932,0.0588281510871908,K010_011,144,2,店で友人たちと雑談,雑談,職場_相手の職場,付き合い,友人知人,2018年
264,308,K010_011_1,2.683571615817386,-2.362971378458104,1.7135473231165272,K010_011,144,2,店で友人たちと雑談,雑談,職場_相手の職場,付き合い,友人知人,2018年
265,309,K010_011_2,2.2689739099462765,-2.2587826797385624,1.4282419726805036,K010_011,144,2,店で友人たちと雑談,雑談,職場_相手の職場,付き合い,友人知人,2018年
266,314,K010_013_1,2.6444932417203826,-2.5574766475056454,1.9422346900696168,K010_013,146,2,駐車場に止めた車内で友人と雑談,雑談,交通機関_車,付き合い,友人知人,2018年
268,315,K010_013_2,1.3007058958017774,-1.0138029911166084,0.0413700814304422,K010_013,146,2,駐車場に止めた車内で友人と雑談,雑談,交通機関_車,付き合い,友人知人,2018年
270,316,K010_013_1,2.463378687791141,-2.304419928080159,1.6006554389162475,K010_013,146,2,駐車場に止めた車内で友人と雑談,雑談,交通機関_車,付き合い,友人知人,2018年
272,317,K010_013_2,2.0694491960314743,-1.8299252068746017,1.0900204728834648,K010_013,146,2,駐車場に止めた車内で友人と雑談,雑談,交通機関_車,付き合い,友人知人,2018年
274,322,K010_017_1,1.780921131607379,-0.4670342562177382,0.0737202452034071,K010_017,150,2,家の近所で配偶者と犬の散歩をしながら,雑談,屋外,家事雑事・移動,家族,2018年
275,323,K010_017_2,1.5475148930557692,-0.4748003125542628,0.151023628950944,K010_017,150,2,家の近所で配偶者と犬の散歩をしながら,雑談,屋外,家事雑事・移動,家族,2018年
276,328,K011_005_1,2.4712062514542508,-2.1307968481705952,1.510267913238085,K011_005,153,2,カラオケボックスで友達の友達に爪磨きのレッスン,授業・レッスン,公共商業施設_商業施設,レジャー活動,サービス場面関係,2018年
277,329,K011_005_2,1.5523876384371822,-1.4980616463147467,0.4607773885319916,K011_005,153,2,カラオケボックスで友達の友達に爪磨きのレッスン,授業・レッスン,公共商業施設_商業施設,レジャー活動,サービス場面関係,2018年
278,332,K011_009_1,2.192517300533312,-1.2166867581602372,1.0076553797394607,K011_009,155,2,友人と車で移動中,雑談,交通機関_車,移動,友人知人,2018年
280,333,K011_009_2,1.5981377649812265,-0.5802374441405987,0.1633849669029936,K011_009,155,2,友人と車で移動中,雑談,交通機関_車,移動,友人知人,2018年
282,334,K011_009_1,2.337647415686959,-1.5828822733423549,1.1460953709994304,K011_009,155,2,友人と車で移動中,雑談,交通機関_車,移動,友人知人,2018年
284,335,K011_009_2,2.115212711528993,-0.6330011903390549,0.4198434276238407,K011_009,155,2,友人と車で移動中,雑談,交通機関_車,移動,友人知人,2018年
286,348,K012_001_1,2.679708165251198,-2.4907186338120586,1.7312096501721288,K012_001,161,2,研究機関で知人と雑談,雑談,職場_相手の職場,付き合い,友人知人,2018年
287,349,K012_001_2,1.206904795107277,-1.042977535522451,-0.1144424835126924,K012_001,161,2,研究機関で知人と雑談,雑談,職場_相手の職場,付き合い,友人知人,2018年
288,350,K012_002_1,2.473192224107648,-1.846979983612314,1.3421208706482417,K012_002,162,2,研究機関で友人と雑談,雑談,職場_相手の職場,付き合い,友人知人,2018年
292,351,K012_002_2,2.2321464014925967,-1.2839515753530966,0.8943606350209302,K012_002,162,2,研究機関で友人と雑談,雑談,職場_相手の職場,付き合い,友人知人,2018年
296,352,K012_002_1,2.735062283657352,-2.339858793324775,1.7619343362316175,K012_002,162,2,研究機関で友人と雑談,雑談,職場_相手の職場,付き合い,友人知人,2018年
300,353,K012_002_2,1.794428413356187,-1.0636141583818994,0.4969495045649259,K012_002,162,2,研究機関で友人と雑談,雑談,職場_相手の職場,付き合い,友人知人,2018年
304,354,K012_002_1,2.455332392590816,-1.9440880181462368,1.4867630502391007,K012_002,162,2,研究機関で友人と雑談,雑談,職場_相手の職場,付き合い,友人知人,2018年
308,355,K012_002_2,1.6545595155391857,-0.9129852221875324,0.4000418727591527,K012_002,162,2,研究機関で友人と雑談,雑談,職場_相手の職場,付き合い,友人知人,2018年
312,356,K012_002_1,2.3377387312116533,-1.6760195511959146,1.2209961052755811,K012_002,162,2,研究機関で友人と雑談,雑談,職場_相手の職場,付き合い,友人知人,2018年
316,357,K012_002_2,1.9450773271902349,-1.3167251853090338,0.848279633212753,K012_002,162,2,研究機関で友人と雑談,雑談,職場_相手の職場,付き合い,友人知人,2018年
320,358,K012_003_1,2.040669281882955,-1.442625458996328,1.069719537315798,K012_003,166,2,自宅で息子と遊び配偶者と雑談,雑談,自宅,家事雑事・レジャー活動,家族,2018年
324,360,K012_003_1,1.756810420141371,-1.1569237777102943,0.7371482471309542,K012_003,166,2,自宅で息子と遊び配偶者と雑談,雑談,自宅,家事雑事・レジャー活動,家族,2018年
328,362,K012_003_1,1.9832438026711348,-1.2875143733231125,0.8497698560376064,K012_003,166,2,自宅で息子と遊び配偶者と雑談,雑談,自宅,家事雑事・レジャー活動,家族,2018年
332,366,K012_006_1,1.74110821157489,-0.909007256283521,0.4558990769881779,K012_006,169,2,自宅で息子と遊びながら,雑談,自宅,家事雑事・レジャー活動,家族,2019年
333,367,K012_006_2,1.5837281394396678,-0.3754819555829736,0.2362801913577844,K012_006,169,2,自宅で息子と遊びながら,雑談,自宅,家事雑事・レジャー活動,家族,2019年
334,368,K012_007_1,2.1343623449043228,-1.4108023423053213,1.003681124228255,K012_007,170,2,自宅で息子と遊びながら,雑談,自宅,家事雑事・レジャー活動,家族,2019年
336,369,K012_007_2,2.094254617516373,-1.226600380531517,1.513612063904082,K012_007,170,2,自宅で息子と遊びながら,雑談,自宅,家事雑事・レジャー活動,家族,2019年
338,370,K012_007_1,1.7376081341478415,-1.1870494954348871,0.4947394176657695,K012_007,170,2,自宅で息子と遊びながら,雑談,自宅,家事雑事・レジャー活動,家族,2019年
340,371,K012_007_2,1.9217878557775392,-0.8647993397297018,0.9978080475966804,K012_007,170,2,自宅で息子と遊びながら,雑談,自宅,家事雑事・レジャー活動,家族,2019年
342,374,K013_004_1,2.2220007460690074,-1.1045561186891857,0.8791625552684893,K013_004,173,2,恋人の家で恋人と夕食を取りながら,雑談,室内_友人知人宅,食事・付き合い,友人知人,2018年
343,375,K013_004_2,1.7333132020060271,-0.8330874716767367,0.4581947912106114,K013_004,173,2,恋人の家で恋人と夕食を取りながら,雑談,室内_友人知人宅,食事・付き合い,友人知人,2018年
344,380,K013_012_1,1.6938062695607814,-0.4256779055057477,0.397235924711329,K013_012,176,2,自宅で恋人と旅行について相談,用談・相談,自宅,食事・その他,友人知人,2019年
345,381,K013_012_2,1.746560959696476,-0.6159794941302491,0.48431969844731,K013_012,176,2,自宅で恋人と旅行について相談,用談・相談,自宅,食事・その他,友人知人,2019年
346,382,K013_017_1,2.068495145087411,-1.317929944810397,1.0004361342846275,K013_017,177,2,恋人の家で恋人と旅行について相談,用談・相談,室内_友人知人宅,その他,友人知人,2019年
347,383,K013_017_2,1.593215780538233,-0.6094186975629249,0.2501425648250647,K013_017,177,2,恋人の家で恋人と旅行について相談,用談・相談,室内_友人知人宅,その他,友人知人,2019年
348,384,K013_019_1,1.7610780003364217,-0.7455920888034446,0.4326161636808405,K013_019,178,2,実家で祖母と雑談,雑談,室内_実家,休息,家族,2019年
349,385,K013_019_2,1.7760526611966805,-0.8554643820298625,0.4443255346823184,K013_019,178,2,実家で祖母と雑談,雑談,室内_実家,休息,家族,2019年
350,392,S001_011_1,1.9359912772251564,-1.255050145814069,0.8121083358625982,S001_011,182,2,自宅で配偶者と料理をしながら,雑談,自宅,家事雑事,家族,2017年
351,393,S001_011_2,2.1202753944028387,-1.2013382979871563,0.8460495128919168,S001_011,182,2,自宅で配偶者と料理をしながら,雑談,自宅,家事雑事,家族,2017年
352,396,S001_013_1,2.181877480023917,-1.5266083339310048,1.0248544882686812,S001_013,184,2,自宅で配偶者と家事雑事をしながら,雑談,自宅,家事雑事,家族,2017年
