話者,I(明瞭さ),F(親密さ),C(社会階層)
K006_023_1,2.281171652190135,-1.6048643798042737,1.030297636202327
K006_023_2,1.9405536245776127,-1.7023088173840368,0.8025657952999331
K007_001_1,2.024828160331192,-1.3562008226037194,0.8494080115027745
K007_001_2,1.6972546127728874,-0.9254476793762941,0.41754316028334004
K007_003_1,2.1518298635003443,-1.3764903602232372,0.9013445753888408
K007_003_2,1.5856888906253053,-0.6855443096654561,0.34250418923658477
K007_005_1,2.6011119276607984,-2.376598357185198,1.763970134649337
K007_005_2,1.421904223391762,-0.9594858306465298,0.3020067468212089
K007_006_1,2.1782212725977783,-1.2874031124196361,0.7279271649375396
K007_006_2,1.622890793099543,-0.5266326832151301,-0.1227556156562243
K007_007_1,2.4396663149353253,-1.862644539203258,1.35758619141965
K007_007_2,2.3036890672096777,-1.768171452431425,1.2532800797998567
K007_008_1,2.081726629717267,-1.2517156800447347,0.8526337925848512
K007_008_2,2.3414928754038584,-1.8052517054810633,1.4006910497280949
K007_013_1,1.91046823045374,-1.187987980275324,0.7464286636873235
K007_013_2,2.475647892993157,-1.8401694845699272,1.4014141122631976
K007_014_1,1.9547457508568231,-0.8779214206845786,0.5452559155780756
K007_014_2,1.9949327103418772,-1.0914374273537384,0.4824716597863834
K007_015_1,1.9293164525215973,-1.2121033447684395,0.7427648127758232
K007_015_2,1.8295162177367865,-0.9720038797772906,0.5399565442579047
K007_016_1,2.2854896534373226,-1.6215198507712012,1.1425409504126456
K007_016_2,2.3069635304855325,-1.5021563823814623,1.0471497138163803
K007_017_1,1.6092632523831358,-0.7444795870847565,0.23670363080041282
K007_017_2,1.8839780480965669,-0.7948113207547169,0.4717949401508888
K007_018_1,2.0723607058757305,-1.5691318627999846,0.9031033901163769
K007_018_2,2.55475913321215,-1.9856262716320325,1.368337516187071
K007_019_1,2.2700454961467553,-1.5079502974780181,1.1234871957840096
K007_019_2,2.536017555576758,-1.895332780999724,1.4386165549028782
K007_020_1,2.48482089865278,-2.0133839552770265,1.423102996137756
K007_020_2,2.5337767680789436,-2.234378885849291,1.400485096161345
K008_001_1,1.5759113757259282,-1.1283694001518603,0.42929880709921425
K008_001_2,1.9452855317876654,-0.41175211388205085,0.5781647798060775
K008_001_1,2.6170684989814843,-2.306345602294455,1.7795409121191932
K008_001_2,1.662600138261966,-0.36155251867153987,0.09097160423913891
K008_002_1,1.319067403493203,0.023451048399810548,0.19934194687424747
K008_002_2,1.7424468845429144,-0.6075632356624092,0.3758536271099084
K008_003_1,1.7718466254120642,-0.6163272157564906,0.18115026977384893
K008_003_2,1.0989227734789866,-0.1441717791411046,-0.9733710205296042
K008_004_1,1.9447689549476606,-1.3436101163831693,0.5412122603604634
K008_004_2,2.5600588048773454,-2.4963710591970965,1.8821434725173736
K008_004_1,2.3652722783327778,-2.2288670605815497,1.4186329902993935
K008_004_2,2.627485233860671,-2.4681707527818895,1.6238358255533702
K008_005_1,2.106391415723565,-1.3050003157761771,0.9517516756191473
K008_005_2,1.68276122613888,-0.6516605473965291,0.555154995703297
K008_010_1,2.447197443907306,-2.0891567970556313,1.2745428239368133
K008_010_2,2.5457178110439402,-2.061767150366144,1.4327898571122943
K008_013_1,1.8384369655706494,-1.1529519827695422,0.8096202043570463
K008_013_2,1.342495143660665,-0.09178261861313872,-0.03289815724106078
K008_015_1,2.004755155834007,-1.528568031285231,0.8048512500992842
K008_015_2,2.30129532932646,-1.692279610241342,1.2918307413592245
K008_016_1,2.295341791474879,-1.9004930373381168,1.1970403973819297
K008_016_2,2.3628046186001814,-2.0471731360858425,1.286444694369628
K008_019_1,1.5153992327274028,-0.26548890137679115,-0.01948469060024259
K008_019_2,1.9005110362074593,-1.1726536987079368,0.748250486977851
K009_002_1,2.0182040594989625,-1.1005830171135629,0.7301193281334658
K009_002_2,1.9893542788642182,-1.2643610993058505,0.670879297418871
K009_003_1,1.7051746686533367,-0.8173745073636178,0.41079949552079653
K009_003_2,1.791434678206718,-1.1141574488938673,0.45259264465569016
K009_006_1,1.332769100561668,-0.4646214495097542,-0.1435253821379275
K009_006_2,1.9233329686987233,-1.0719042309360092,0.6171828701537692
K009_007_1,1.7382662588353897,-0.8437613801893664,0.470499416622818
K009_007_2,2.2199534283938362,-1.5834717454693092,1.1861436963733065
K009_008_1,1.6177700164047202,-0.28820365972901274,-0.1797191228749433
K009_008_2,1.2542858328836495,-0.7814121271076524,-0.24568574023614934
K009_009_1,1.8937933080460256,-1.0268567361634429,0.43265288871983437
K009_009_2,2.1028520863113473,-0.8179675222629649,0.6670489812440965
K009_009_1,1.7759710930442638,-1.1367218808442427,0.6793141440572921
K009_009_2,2.140093156574705,-2.0616844602609725,0.8942505133470224
K009_010_1,2.6521893407139308,-1.9404307524536533,0.7858247785121638
K009_010_2,2.106570932999879,-1.3363944505754375,0.7769039402937163
K009_011_1,1.1655488613542495,-0.16709921399970326,-0.38654701757031906
K009_011_2,1.8482558843938275,-0.981887230223701,0.5270121642726727
K009_012_1,1.9594959159361294,-1.1199699635728437,0.715884946776139
K009_012_2,2.1578102631030176,-1.2591840363898428,0.8462060985379058
K009_014_1,2.2863390328709183,-1.6517467248908295,1.1421822433251407
K009_014_2,2.8373717528923814,-2.713744801067252,1.8869403428209486
K009_015_1,2.512452468226508,-2.5525661695552873,1.6107018620830773
K009_015_2,1.8487376265154043,-1.2157333890513995,0.9068186801140099
K009_016_1,1.6206490786284153,-0.7663215081723624,0.1319037116981837
K009_016_2,2.121700060439498,-1.0593166576037705,0.7423424654414611
K009_016_1,1.589296844854709,-0.9129901960784317,0.2187925019218256
K009_016_2,2.2030484797742886,-1.6185799571617372,1.165616912118366
K009_019_1,2.0064607561168772,-2.4674426176135436,1.2944200315065086
K009_019_2,1.7419434966205174,-0.8652688395266762,0.6169115919709746
K010_001_1,1.723735153940954,-0.8330804577770072,0.3969092374376503
K010_001_2,1.7288777596399192,-0.737338838796663,0.3411061017199689
K010_003_1,2.7154286462386628,-2.326713598702127,1.7824475737890744
K010_003_2,2.0833394168576898,-1.5480657864257588,1.009705342310046
K010_003_1,2.3833771169861944,-1.777717626678216,1.1149705914992782
K010_003_2,2.2903241626207644,-1.6719435437726495,1.0518467985576452
K010_004_1,2.4363344225596215,-2.441988851568641,1.671895825078347
K010_004_2,2.4918889876216648,-2.471146777750551,1.6600305016281272
K010_004_1,2.633459062352427,-2.4980997426610756,1.6217163813596778
K010_004_2,2.2864973136357394,-2.222283829713693,1.3421854907456905
K010_005_1,2.2981111591576115,-2.1616608097225267,1.412765801032879
K010_005_2,2.439546052588939,-2.337058990650344,1.6177617178899375
K010_005_1,2.7499542647071635,-2.5229778455777834,1.7588190250778786
K010_005_2,2.3752890527990718,-2.0764925373134333,1.3896688505593437
K010_006_1,2.397796669242776,-1.8338490656732558,1.2702126372463018
K010_006_2,2.304814270591396,-2.147764278557114,1.219829081391315
K010_008_1,2.524768229124385,-2.1697870423985077,1.4973591264054948
K010_008_2,1.3988480921526276,-0.9648524395669579,0.23109116959505285
K010_011_1,2.3765827167034943,-2.0067137851588748,1.3416394941704464
K010_011_2,1.7236871432586174,-0.7519465751840574,0.06491357116586963
K010_011_1,2.68445646338311,-2.359038370813021,1.7182975685216766
K010_011_2,2.2593039333941336,-2.236578734235798,1.4093839751479982
K010_012_1,2.3400017245839444,-1.7149722944702024,1.2479525800355074
K010_012_2,2.145613280738816,-1.7537542535878088,1.098951922718287
K010_012_1,2.2990154446226914,-1.7695539354998142,1.228087212580665
K010_012_2,2.0322876768699945,-1.8330535869700355,0.9266754933484647
K010_013_1,2.6196509099306566,-2.5118743289534233,1.8906115804181458
K010_013_2,1.2933136313261913,-1.0081348540758135,0.032585923786874846
K010_013_1,2.462793372610654,-2.3064330141868754,1.6020592517233516
K010_013_2,2.064371586885639,-1.8062762002689234,1.0872271657156536
K010_015_1,2.0205193390230614,-1.3152884775259106,0.7319929728674602
K010_015_2,2.116694491737882,-1.3624335427742866,0.8055687086366188
K010_016_1,2.1167447805709414,-0.8701869218704995,0.6414689773694603
K010_016_2,2.2034070741955647,-1.4899805252716454,1.189046242511011
K010_017_1,1.6309953084409288,-0.4215076596390112,-0.005940899621943076
K010_017_2,1.5162774621416688,-0.4180320873869265,0.12127870406272831
K011_002_1,1.9995195047546683,-0.96666000532907,0.6063466559550111
K011_002_2,2.1124890673005763,-0.6979766226866204,0.7012432359912347
K011_004_1,2.1218892459457437,-1.5569593698400237,1.0123742550331922
K011_004_2,1.9535350181903697,-0.9938934021297617,0.462870398497694
K011_005_1,2.47051603490163,-2.1286752286884023,1.5159967005959878
K011_005_2,1.559200536910196,-1.5040062276904385,0.4653318872430096
K011_007_1,2.3237071308728114,-1.8014297309109075,1.2625614685210806
K011_007_2,2.102510787461703,-1.0402115821070361,0.5667512083953608
K011_009_1,2.208748583379094,-1.2275333054820587,1.0181750309138844
K011_009_2,1.6222541301513427,-0.519126397698293,0.11055301208787556
K011_009_1,2.31256919599967,-1.5287698412698414,1.1125276452632922
K011_009_2,2.128609956714111,-0.6069560569617833,0.40980809416997294
K011_015_1,2.0705730890232736,-1.325900830236038,0.896943405574252
K011_015_2,1.7995312870374924,-0.9374988847848976,0.5167261154468491
K011_016_1,1.9592530552774776,-1.0466236991485336,0.7792758013106056
K011_016_2,1.834093185144722,-0.7513949725190413,0.4112662851065611
K011_016_1,2.0775969039043267,-1.1392244374365281,0.7187479058047745
K011_016_2,1.7463956253886443,-0.9664754873157397,0.4254813543254628
K011_018_1,2.1086166126122756,-1.50576358160116,1.067595825320662
K011_018_2,1.6146309332674655,-0.5828240591830168,0.12857259847678332
K011_019_1,1.7801175033447734,-0.6685797884312403,0.2853019281838121
K011_019_2,1.0159208780605478,0.33047790802524823,-0.6326288292567092
K011_019_1,1.466483166056863,-0.7569142631370995,0.16643272508522142
K011_019_2,1.2969158389963407,-0.7737618093329515,0.06470936252033713
K012_001_1,2.6672003835524745,-2.4611182287343465,1.710987153176447
K012_001_2,1.2173771946672316,-1.0523711503443907,-0.09792750228292359
K012_002_1,2.4731922241076476,-1.846979983612314,1.3421208706482417
K012_002_2,2.2321464014925967,-1.2839515753530966,0.8943606350209302
K012_002_1,2.7239259582081337,-2.3330009438845414,1.750454469073189
K012_002_2,1.79019679851375,-1.0714285714285714,0.49883675843350117
K012_002_1,2.4595068566132605,-1.9261334719978753,1.4751999201428554
K012_002_2,1.6160044855328526,-0.8724635055388754,0.3526073260263984
K012_002_1,2.3453397360134227,-1.6447372750304348,1.2147339046581132
K012_002_2,1.9483056927037177,-1.3241433195669157,0.8553677234562352
K012_003_1,2.040669281882955,-1.4426254589963279,1.069719537315798
K012_003_2,1.8307902527897975,-0.9173370876910697,0.9340999557717822
K012_003_1,1.756810420141371,-1.1569237777102945,0.7371482471309542
K012_003_2,2.5572330919735022,-1.2273755656108598,1.9137722742373902
K012_003_1,2.0302584473542247,-1.2137135227922942,0.80854692525095
K012_003_2,2.3411371237458196,-0.48808068459657683,1.588235294117647
K012_004_1,1.8382482782977219,-0.9461301535074157,0.6113674509633906
K012_004_2,1.6316576469055013,-0.2312464132484355,0.5040638149148174
K012_006_1,1.720282293569542,-0.8595575959933222,0.41339770669885323
K012_006_2,1.5925353825954316,-0.34428702360039726,0.24147760101690957
K012_007_1,2.107876865623921,-1.3853399685167316,0.9673016521539282
K012_007_2,2.0722561585450294,-1.158543280668578,1.4454255090445618
K012_007_1,1.8193322887790766,-1.2398319723618092,0.605986731676125
K012_007_2,1.8428942428839576,-0.7277310498581276,0.869278868330685
K013_003_1,1.3720330867466628,-0.322970827036857,-0.05321662963486205
K013_003_2,1.1507453616523242,-0.13477799689255374,-0.26719731378633216
K013_004_1,2.2238862410189784,-1.1090588481425026,0.8913749616423796
K013_004_2,1.7098902654032346,-0.8073831182568226,0.43353248253025495
K013_009_1,2.0355323219122297,-1.0609730015348613,0.7822258109284512
K013_009_2,1.8658185861321437,-0.8600500086648677,0.6567756110276683
K013_011_1,1.746303267465321,-0.7197456349991633,0.4075106167229586
K013_011_2,1.676760740857077,-0.6680565072237697,0.3168967808354202
K013_012_1,1.6725687985337607,-0.4161652353080608,0.3903445062625037
K013_012_2,1.740595360251044,-0.6237200441625356,0.48638252623126854
K013_017_1,2.0566574458792037,-1.3021408225031155,0.9919259242691952
K013_017_2,1.5606641123882503,-0.5650052569325803,0.21915858462149512
K013_019_1,1.764053208495837,-0.7486132501500953,0.43582814307468093
K013_019_2,1.7568027629094705,-0.8283720524208071,0.4016611949022458
K013_020_1,1.7105472027575572,-0.6889939189596004,0.5712872483424203
K013_020_2,1.7442125329646567,-0.6072633699900466,0.36712673896374165
S001_004_1,1.7560912108654616,-0.6146726088447035,0.25730171779672
S001_004_2,1.775850716229144,-0.8255254588513911,0.46149934261119785
S001_006_1,1.6943617442921535,-0.7624688279301743,0.25196553184437753
S001_006_2,1.7842958452344166,-0.7899033555435498,0.3939934649380375
S001_011_1,1.9447731579930776,-1.2370587402188151,0.8058779616430564
S001_011_2,2.1178308403297312,-1.1986077828248507,0.8479450950175161
S001_012_1,1.3758611743679918,-0.5903549557722839,0.0005456320716789803
S001_012_2,1.8505942558050377,-1.1711516872482335,0.925518113169888
S001_013_1,2.1824487820616234,-1.5103597530688995,1.008458209649154
S001_013_2,1.9274550134867163,-0.9711881817737124,0.5729568874351343
S001_015_1,1.9485217975389721,-1.3772779571688376,0.9088444121428971
S001_015_2,2.0255741154533284,-1.2685696778347837,0.9117643997043542
S001_017_1,1.838372793060658,-1.40545552139755,0.6984985648045919
S001_017_2,1.7733154389607757,-1.8097175084847275,0.702917571046388
S001_018_1,2.0950675526946707,-1.490288844621514,0.9324226319981925
S001_018_2,2.132645911626844,-0.9698547885386137,0.6746035907153719
