,話者,I(明瞭さ),F(親密さ),C(社会階層)
301,K010_005_2,2.3747980132696904,-2.07942345334836,1.3897725074764542
302,K010_006_1,2.430964396925956,-1.8551359241014413,1.3074155720890352
303,K010_006_2,2.3026538589356083,-2.1541585648874113,1.2164176747417954
304,K010_008_1,2.533865652309357,-2.248327161696875,1.5222669415267818
305,K010_008_2,1.3779769920357048,-0.9575869336143304,0.22169052905596784
306,K010_011_1,2.373844177307574,-2.0066898276152236,1.3424380130422722
307,K010_011_2,1.7140848255991186,-0.7406817115143932,0.05882815108719085
308,K010_011_1,2.683571615817386,-2.362971378458104,1.7135473231165272
309,K010_011_2,2.2689739099462765,-2.2587826797385624,1.4282419726805036
310,K010_012_1,2.336167882159638,-1.738177591290542,1.2374935385675716
311,K010_012_2,2.145613280738816,-1.7537542535878088,1.098951922718287
312,K010_012_1,2.2990154446226914,-1.7695539354998142,1.228087212580665
313,K010_012_2,2.048994934853939,-1.8889027899411979,0.9519066049108557
314,K010_013_1,2.6444932417203826,-2.5574766475056454,1.9422346900696166
315,K010_013_2,1.3007058958017774,-1.0138029911166084,0.041370081430442296
316,K010_013_1,2.4633786877911414,-2.304419928080159,1.6006554389162475
317,K010_013_2,2.0694491960314743,-1.8299252068746017,1.0900204728834648
318,K010_015_1,2.0148829922647606,-1.2973137973137976,0.7153947111222805
319,K010_015_2,2.111111728769088,-1.3766235205461235,0.8050016109142211
320,K010_016_1,2.1318765169533487,-0.8942248650744917,0.6563062551693939
321,K010_016_2,2.1886594474690626,-1.4578146801791878,1.1691089218202388
322,K010_017_1,1.780921131607379,-0.4670342562177382,0.0737202452034071
323,K010_017_2,1.5475148930557692,-0.4748003125542628,0.151023628950944
324,K011_002_1,2.00813742172217,-0.9170422664765673,0.5557546057650076
325,K011_002_2,2.0900184128571753,-0.6667414520326661,0.6293912333983045
326,K011_004_1,2.131036184548738,-1.5693511387842047,1.0167303556998257
327,K011_004_2,1.9586043179615404,-1.018057181073399,0.49270912201003875
328,K011_005_1,2.4712062514542508,-2.1307968481705952,1.510267913238085
329,K011_005_2,1.5523876384371822,-1.4980616463147467,0.4607773885319916
330,K011_007_1,2.324276409149695,-1.8015036945233203,1.2628299321866083
331,K011_007_2,2.0900167606559803,-1.0546641859779684,0.5734818075877252
332,K011_009_1,2.1925173005333116,-1.2166867581602372,1.0076553797394607
333,K011_009_2,1.5981377649812263,-0.5802374441405987,0.16338496690299362
334,K011_009_1,2.337647415686959,-1.5828822733423547,1.1460953709994304
335,K011_009_2,2.115212711528993,-0.6330011903390549,0.41984342762384075
336,K011_015_1,2.099749076227647,-1.3747055880307042,0.9411894098166333
337,K011_015_2,1.810630868106037,-0.9901432882207325,0.535546482468926
338,K011_016_1,2.0073823407962457,-1.1351429830182636,0.8367866267023394
339,K011_016_2,1.8596996254202474,-0.786546520188006,0.44650693783641743
340,K011_016_1,2.0787009967000687,-1.1398923493024127,0.718966976000859
341,K011_016_2,1.7585027624667242,-1.0030844281547635,0.4658818808972186
342,K011_018_1,2.1278531958608133,-1.5378643675586907,1.0882760817825752
343,K011_018_2,1.6528281438872912,-0.5773644798958163,0.13663875300555495
344,K011_019_1,1.7866128371657597,-0.6446921684019918,0.27104865869237016
345,K011_019_2,,,
346,K011_019_1,1.466483166056863,-0.7569142631370995,0.16643272508522142
347,K011_019_2,1.319911748483177,-0.6972573839662446,0.022695367337388726
348,K012_001_1,2.679708165251198,-2.4907186338120586,1.7312096501721288
349,K012_001_2,1.2069047951072773,-1.0429775355224513,-0.1144424835126924
350,K012_002_1,2.4731922241076476,-1.846979983612314,1.3421208706482417
351,K012_002_2,2.2321464014925967,-1.2839515753530966,0.8943606350209302
352,K012_002_1,2.735062283657352,-2.339858793324775,1.7619343362316175
353,K012_002_2,1.794428413356187,-1.0636141583818994,0.4969495045649259
354,K012_002_1,2.4553323925908157,-1.9440880181462372,1.4867630502391007
355,K012_002_2,1.6545595155391855,-0.9129852221875324,0.4000418727591527
356,K012_002_1,2.3377387312116533,-1.6760195511959146,1.2209961052755811
357,K012_002_2,1.9450773271902349,-1.3167251853090338,0.848279633212753
358,K012_003_1,2.040669281882955,-1.4426254589963279,1.069719537315798
359,K012_003_2,,,
360,K012_003_1,1.756810420141371,-1.1569237777102945,0.7371482471309542
361,K012_003_2,,,
362,K012_003_1,1.9832438026711348,-1.2875143733231125,0.8497698560376064
363,K012_003_2,,,
364,K012_004_1,1.8568313385880895,-0.96148712703323,0.6344411064823777
365,K012_004_2,1.6500748838782255,-0.2465422899252091,0.5239342996235052
366,K012_006_1,1.74110821157489,-0.909007256283521,0.4558990769881779
367,K012_006_2,1.5837281394396678,-0.37548195558297365,0.23628019135778444
368,K012_007_1,2.1343623449043228,-1.4108023423053213,1.003681124228255
