file,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,mean
./experiment/wav/K001/K001_004/K001_004_IC01_cut004.wav,36.566544,0.107457094,34.04902,36.366734,39.583828,5.534809,83.95327,55.83998,25.800812,10.6326,0.40671825,0.43526682,0.2833632,0.33517256,0.5302741,0.2469109,3.4655948,1.6842079,4.342789,2.6161845,0.10041324,0.6781816,23.902096,0.23883893,-9.266348,-0.85317945,-20.188627,-0.5206572,-5.357504,-1.6678333,0.030744977,1.057102,1.1257178,0.6113672,5.174315,0.8428382,3.1808665,2.0221765,26.376604,0.31263238,767.1882,0.26723588,1498.6465,0.17003055,-41.738018,-1.7993654,1675.5569,0.13373324,1161.1963,0.2023961,-38.028748,-1.7720352,2783.2588,0.0923561,1105.8795,0.26515046,-52.60053,-1.1596743,-7.092856,-0.77326643,21.980549,0.27796343,0.07645965,0.17466399,-0.010235251,-1.5823773,0.11217505,0.61356246,24.989983,0.20550168,-7.746607,-0.9822607,-22.197037,-0.46563637,-7.1634173,-1.1092464,-2.1430726,11.653051,0.05289545,0.00056454336,0.056588743,2.222222,0.7692308,1.1,0.0,0.085,0.035,-33.73893,3.1538461538461537
./experiment/wav/K001/K001_004/K001_004_IC01_cut024.wav,36.74055,0.04878421,35.253044,37.30371,38.122612,2.8695679,49.904877,37.536507,39.977367,23.876734,0.45010474,0.35626808,0.30847496,0.45738122,0.6164652,0.30799025,4.130706,1.8715209,3.6298337,3.1766398,0.10929631,0.5173906,20.175549,0.486001,-9.531135,-0.9332046,-9.011251,-1.2456995,-12.1279955,-0.85416275,0.018759167,0.96181124,1.2550524,0.9760742,6.9130206,0.42159843,4.788784,1.1121306,22.508377,0.37230757,806.6371,0.23148459,1445.2666,0.18695182,-70.738846,-1.2069278,1692.5891,0.10971501,1198.077,0.22134773,-65.68291,-1.1898172,2742.0762,0.07093488,987.7701,0.3393092,-72.896614,-1.0136478,-5.6533947,-1.1031406,17.672035,0.5532375,0.07267224,0.22678986,-0.007371182,-1.4591584,0.119867764,0.4810121,21.69371,0.40333185,-9.777546,-0.88964504,-10.53675,-1.1065636,-14.782864,-0.672735,-3.0738425,13.234378,0.050613016,-0.0027215388,0.09111714,5.185185,4.651163,0.14333333,0.09498538,0.051666662,0.019507833,-33.7983,3.923076923076923
./experiment/wav/K001/K001_004/K001_004_IC01_cut049.wav,41.15586,0.05433593,39.329468,41.503113,42.042618,2.71315,24.297888,13.368678,25.249079,16.48342,0.5312357,0.3875604,0.3863266,0.52815783,0.6862968,0.2999702,4.9955406,3.3974235,4.4086404,1.5428042,0.1701586,0.5240856,25.154238,0.2727059,-18.159061,-0.61382014,-18.802864,-0.6850196,-25.233198,-0.5075369,0.017030656,1.5283064,0.9694489,0.7800861,9.786194,0.30691567,4.9232984,1.5662408,28.0688,0.3133314,851.2646,0.22517818,1380.9065,0.1832505,-20.113247,-2.976127,1815.5743,0.11136753,1128.3612,0.3301493,-28.343513,-1.7896441,2891.035,0.07034147,941.6909,0.31371763,-35.769627,-1.3597753,-11.719898,-0.3349887,24.461023,0.26800713,0.06374374,0.2606858,-0.023472806,-0.46942982,0.18773952,0.43728918,25.362486,0.2820289,-18.622776,-0.6301357,-19.596216,-0.6429621,-27.757418,-0.40928668,-3.0451016,16.464703,0.030858032,-0.004026228,0.036876872,6.779661,1.7857143,0.5,0.16,0.04,0.02,-28.644901,4.076923076923077
./experiment/wav/K001/K001_004/K001_004_IC01_cut063.wav,37.98113,0.08282407,34.947758,38.382656,41.47641,6.528652,93.97387,77.25466,19.568733,17.214104,0.38944334,0.52764386,0.1669651,0.3654096,0.61770153,0.45073643,3.6063817,0.96926415,3.887817,1.5678668,0.10597725,0.64355433,18.640993,0.5136014,-4.763187,-1.4801757,-7.9901204,-1.4538441,-19.998747,-0.72134787,0.02383135,1.677797,0.898561,0.720988,6.5553465,0.59089166,3.2601447,1.7505684,22.604002,0.33757898,817.24396,0.21001805,1462.1915,0.42485458,-79.97135,-1.1410398,1835.2883,0.13427407,1061.0184,0.36476794,-81.374954,-1.0434501,2838.5562,0.088161334,1018.3733,0.50363433,-84.80612,-0.97181714,-9.871857,-0.57465833,20.025476,0.47512648,0.05992832,0.3047755,-0.021595744,-0.60200536,0.14054364,0.40762445,20.635422,0.4958885,-6.0377545,-1.2132696,-13.029453,-0.80983716,-26.40107,-0.46449655,-5.914035,12.055334,0.043883573,-0.008798985,0.052714616,3.8251367,3.3707867,0.17833334,0.19064946,0.08285714,0.040607627,-33.72016,5.3076923076923075
./experiment/wav/K001/K001_004/K001_004_IC01_cut079.wav,35.41541,0.10485163,33.4183,35.409325,38.365143,4.946842,106.65889,120.2072,154.93904,187.19894,0.54936725,0.5456353,0.2468377,0.544416,0.76603377,0.51919603,6.8746567,2.5488904,4.163644,3.764257,0.19194,0.8376203,23.490633,0.53685105,-4.4238477,-2.6565835,-1.9642613,-7.571657,-15.344964,-0.9834553,0.026993684,1.2565478,0.9231204,0.7967332,6.880424,0.4557497,4.7975006,1.6539478,22.521318,0.3019463,736.1088,0.26448488,1457.7704,0.112586945,-54.13742,-1.5422899,1763.2906,0.13618538,1202.1943,0.46466827,-53.46638,-1.4010842,2744.5615,0.10482103,916.61053,0.320204,-56.280773,-1.3073334,-10.198149,-0.47044945,20.025671,0.363334,0.06573475,0.27492827,-0.025050325,-0.4581173,0.24544455,0.62778187,28.376259,0.25879037,-7.6831827,-1.4182609,-2.2058558,-7.5130715,-21.033424,-0.6449297,-2.8884995,8.713616,0.027611924,-0.002341255,0.042061,3.8834953,2.0618558,0.37,0.12,0.095,0.044999998,-28.149334,4.153846153846154
./experiment/wav/K001/K001_004/K001_004_IC01_cut092.wav,33.3846,0.109024234,31.920675,32.860874,37.929882,6.009207,792.5973,499.24808,73.48648,50.854084,0.5457748,0.69534,0.14364311,0.42706352,0.9804595,0.83681643,6.755899,4.4670486,1.7335324,4.389254,0.15486676,0.83533263,14.067859,0.897237,-7.1625924,-1.216325,-2.3311732,-5.253604,-10.780631,-1.2042001,0.04807826,1.596908,1.589888,0.6246112,2.992858,1.3638341,1.6257144,3.4189775,14.035792,0.7265139,772.5766,0.20048827,1419.8678,0.12047127,-117.61706,-0.79980385,1725.0261,0.11414566,1061.1069,0.19152556,-118.23853,-0.7681368,2777.0552,0.080724485,1090.7986,0.4664589,-120.24647,-0.73668015,-4.860658,-0.759842,13.962375,0.67082846,0.053218633,0.39962837,-0.019311128,-0.5925073,0.21857794,0.5174518,19.29909,0.6496579,-6.7246017,-1.267963,-6.029893,-2.6530247,-18.206491,-0.478687,-1.8770652,9.660537,0.023818571,-0.0005716341,0.11692974,3.125,3.2520325,0.12,0.052440442,0.1625,0.08104782,-30.84331,3.6153846153846154
./experiment/wav/K001/K001_004/K001_004_IC01_cut094.wav,40.490204,0.12470161,34.343403,42.951378,45.38855,11.045147,-0.4130516,30.631453,11.705026,7.138721,0.4197436,0.46660733,0.26425868,0.39891064,0.53446054,0.27020186,5.1713634,3.8092685,3.0307734,2.2422662,0.121173374,0.82995254,20.95326,0.5896624,-4.2534714,-2.7131374,-17.195976,-0.7682765,-10.038642,-1.1462425,0.022799402,2.2354176,0.9722266,0.89730054,10.407559,0.50696903,3.9286067,1.4308399,27.097973,0.26772323,823.2132,0.23599052,1303.6022,0.19947273,-74.19601,-1.1767708,1845.8076,0.15633868,1106.8827,0.25603542,-78.520805,-0.99991786,2941.1145,0.10194712,1033.1434,0.4238568,-85.03874,-0.8697165,-10.696772,-0.65684015,26.560966,0.36982375,0.06366625,0.39195928,-0.004176694,-2.9796183,0.13477214,0.76905996,25.591787,0.32948503,-3.2428277,-3.098421,-20.453152,-0.66352075,-14.448569,-0.67702615,-2.4239597,11.06775,0.024630722,0.0040309955,0.07791374,5.6179776,2.906977,0.226,0.26295248,0.098,0.073593475,-31.27554,3.8461538461538463
./experiment/wav/K001/K001_004/K001_004_IC01_cut098.wav,36.381413,0.124652244,31.61073,36.38076,38.810867,7.200138,31.265522,0.0,53.24515,0.0,0.5490291,0.5787887,0.18630157,0.5454686,0.85853964,0.67223805,7.5893693,5.8477283,9.643709,4.7720504,0.2334704,1.0094668,17.091612,0.5916019,-13.71321,-0.650818,-6.386485,-1.3958126,-17.403072,-0.60357696,0.026036965,0.8897047,1.6078156,0.61099106,3.3220317,0.6822095,0.44338188,13.54545,15.974041,0.65072787,872.68066,0.17110017,1447.8364,0.15320203,-118.95489,-0.7823524,1781.689,0.07673579,1118.7816,0.1700399,-117.11945,-0.7625908,2812.17,0.059590936,822.8225,0.18993428,-118.57171,-0.743039,-5.9732723,-0.8281379,15.552476,0.57005954,0.06745772,0.21711956,-0.016529694,-0.67469054,0.2926681,0.76089835,19.618608,0.37993616,-15.750747,-0.4988571,-6.8516407,-1.4238398,-23.256783,-0.35480937,-2.6044252,12.885339,0.039321475,-0.005695195,0.21247225,5.607477,3.9215686,0.099999994,0.042426404,0.106,0.062482,-29.197306,3.769230769230769
./experiment/wav/K001/K001_004/K001_004_IC01_cut147.wav,40.289917,0.086479776,38.872086,39.59832,43.1673,4.2952156,21.603226,31.983732,18.785133,0.0,0.55822086,0.58425117,0.23756814,0.5350821,0.8115563,0.57398814,5.3230686,3.2199743,6.452709,2.7298977,0.17499545,0.8833093,18.199183,0.56354076,-8.08786,-1.2234944,-3.7806675,-3.0997093,-28.862585,-0.5996136,0.025257653,1.4273946,0.9241047,0.7696328,8.300699,0.56831795,4.4976296,0.9626471,20.57975,0.3999679,803.6046,0.18057281,1380.2423,0.16137585,-70.1571,-1.2940588,1823.1693,0.11638679,1132.405,0.2647978,-74.29799,-1.0786126,2813.9736,0.08780162,996.8901,0.40706494,-74.98536,-1.0656219,-9.555184,-0.62208027,18.40829,0.4406522,0.069902815,0.24526094,-0.019751322,-0.9003632,0.21735004,0.72994226,18.916521,0.577967,-8.157836,-1.3371993,-4.80097,-2.359247,-36.305153,-0.3825385,-4.758706,11.764166,0.028702864,-0.008499934,0.09764201,3.4965036,2.173913,0.31,0.22686265,0.095,0.06652067,-28.384867,3.923076923076923
./experiment/wav/K001/K001_009/K001_009_IC01_cut006.wav,39.401268,0.10321183,36.803986,39.32891,41.518795,4.7148094,51.61725,2.942679,38.703007,8.627381,0.53296816,0.5715828,0.24460065,0.5344162,0.7615204,0.51691973,10.033219,4.8862534,6.258547,4.1775336,0.22134519,0.6493635,20.571808,0.53986,-10.887543,-1.2630996,-1.8847716,-5.688622,-18.270737,-0.7553478,0.02777977,1.3231859,1.2338985,0.8663424,7.5521803,0.47768292,4.627008,2.2161176,20.521986,0.45137203,707.2217,0.29065853,1421.316,0.21789528,-81.32918,-1.1596304,1661.3452,0.13781478,1180.6284,0.39474067,-75.459335,-1.1257955,2676.1338,0.08660391,1088.416,0.4028077,-80.48276,-1.0062724,-9.268746,-0.5793884,20.22567,0.35695627,0.018295744,1.4334186,-0.014048263,-0.84910005,0.27969146,0.5210433,22.867374,0.41273636,-16.168175,-0.79249525,-6.158857,-1.6311803,-25.13378,-0.45450243,-10.3675375,19.94695,-0.00653856,-0.0043132547,0.119973734,5.7971015,5.2631583,0.11285714,0.06942916,0.068333335,0.021921577,-29.02258,4.384615384615385
